Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P d,0-3 d,3-10 d,10-16 d,16-3P d,3P d,,2P p,0-3 p,3-10 p,10-16 p,16-3P p,3P p,,2P a,3P a,,%FGA du,# du,,%3PA c,3P% c,,Att.,#
274,Louis King\kinglo02,SF,21,SAC,6,85,0.5,12.9,,0.676,0.206,0.235,0.235,0,0.324,,0.565,0.857,0.625,0.25,,0.364,,0.385,0.75,,0.059,2,,0.364,0,,0,0
275,Maxi Kleber\klebima01,PF,29,DAL,50,1341,0.422,20.9,,0.229,0.102,0.047,0.055,0.025,0.771,,0.46,0.643,0.154,0.467,0.286,0.41,,0.793,1,,0.044,8,,0.316,0.418,,0,0
276,Nathan Knight\knighna01,PF,23,ATL,33,279,0.37,10.1,,0.67,0.41,0.21,0.04,0.01,0.33,,0.463,0.561,0.381,0,0,0.182,,0.774,1,,0.18,15,,0.515,0.176,,0,0
277,Kevin Knox\knoxke01,SF,21,NYK,42,464,0.392,18.3,,0.378,0.168,0.091,0.035,0.084,0.622,,0.389,0.583,0.231,0.2,0.25,0.393,,0.81,1,,0.049,6,,0.472,0.524,,0,0
278,John Konchar\konchjo01,SG,24,MEM,43,575,0.5,12.4,,0.594,0.341,0.181,0.058,0.014,0.406,,0.585,0.745,0.36,0.25,1,0.375,,0.75,1,,0.065,8,,0.464,0.346,,0,0
279,Furkan Korkmaz\korkmfu01,SG,23,PHI,55,1062,0.401,19.5,,0.366,0.137,0.09,0.064,0.075,0.634,,0.445,0.655,0.289,0.333,0.344,0.375,,0.449,0.941,,0.026,10,,0.249,0.403,,4,0
280,Luke Kornet\kornelu01,C-PF,25,TOT,31,348,0.436,16.4,,0.416,0.297,0.099,0.01,0.01,0.584,,0.69,0.767,0.5,0,1,0.254,,0.724,1,,0.129,13,,0.186,0.273,,0,0
280,Luke Kornet\kornelu01,PF,25,CHI,13,94,0.333,22.4,,0.148,0.111,0.037,0,0,0.852,,0.75,0.667,1,,,0.261,,0.667,1,,0.037,1,,0.174,0.75,,0,0
280,Luke Kornet\kornelu01,C,25,BOS,18,254,0.473,14.2,,0.514,0.365,0.122,0.014,0.014,0.486,,0.684,0.778,0.444,0,1,0.25,,0.731,1,,0.162,12,,0.194,0,,0,0
281,Rodions Kurucs\kurucro01,SF-PF,22,TOT,21,125,0.344,17.9,,0.344,0.25,0.031,0.031,0.031,0.656,,0.455,0.625,0,0,0,0.286,,0.8,1,,0.094,2,,0.238,0.4,,0,0
281,Rodions Kurucs\kurucro01,PF,22,BRK,5,16,0.333,23.6,,0.333,0,0,0,0.333,0.667,,0,,,,0,0.5,,,1,,0,0,,0.5,1,,0,0
281,Rodions Kurucs\kurucro01,SF,22,HOU,11,75,0.238,18.2,,0.286,0.286,0,0,0,0.714,,0.5,0.5,,,,0.133,,1,1,,0.143,2,,0.267,0.25,,0,0
281,Rodions Kurucs\kurucro01,SF,22,MIL,5,34,0.625,15,,0.5,0.25,0.125,0.125,0,0.5,,0.5,1,0,0,,0.75,,0.5,1,,0,0,,0,,,0,0
282,Kyle Kuzma\kuzmaky01,SF,25,LAL,68,1954,0.443,16,,0.498,0.24,0.124,0.063,0.07,0.502,,0.525,0.687,0.394,0.292,0.415,0.361,,0.545,0.927,,0.048,29,,0.295,0.357,,1,0
283,Anthony Lamb\lamban01,SF,23,HOU,24,415,0.39,16.5,,0.398,0.246,0.153,0,0,0.602,,0.489,0.586,0.333,,,0.324,,0.522,1,,0.034,4,,0.225,0.438,,0,0
284,Jeremy Lamb\lambje01,SG,28,IND,36,765,0.435,16.4,,0.536,0.181,0.159,0.149,0.047,0.464,,0.459,0.58,0.364,0.488,0.231,0.406,,0.529,0.827,,0,0,,0.094,0.417,,1,0
285,Romeo Langford\langfro01,SG,21,BOS,18,283,0.356,11.7,,0.695,0.339,0.186,0.102,0.068,0.305,,0.39,0.65,0.273,0,0,0.278,,0.375,1,,0.051,3,,0.444,0.25,,0,0
286,Zach LaVine\lavinza01,SG,25,CHI,58,2034,0.507,14.9,,0.575,0.31,0.093,0.061,0.11,0.425,,0.571,0.693,0.362,0.478,0.46,0.419,,0.355,0.515,,0.05,53,,0.145,0.478,,1,0
287,Jake Layman\laymaja01,SF,26,MIN,45,627,0.495,12.7,,0.576,0.413,0.125,0.016,0.022,0.424,,0.642,0.75,0.348,0.333,0.5,0.295,,0.765,1,,0.136,23,,0.346,0.148,,1,0
288,T.J. Leaf\leaftj01,PF,23,POR,7,35,0.5,2.9,,1,0.7,0.2,0.1,0,0,,0.5,0.571,0.5,0,,,,0.6,,,0.1,1,,,,,0,0
289,Jalen Lecque\lecquja01,PG,20,IND,4,12,0.111,10.1,,0.889,0.444,0.111,0.111,0.222,0.111,,0.125,0.25,0,0,0,0,,0,,,0,0,,0,,,0,0
290,Damion Lee\leeda03,SG,28,GSW,57,1079,0.467,20.3,,0.292,0.08,0.091,0.091,0.029,0.708,,0.638,0.773,0.68,0.52,0.5,0.397,,0.863,0.961,,0.007,2,,0.309,0.45,,0,0
291,Saben Lee\leesa01,PG,21,DET,48,781,0.471,6.9,,0.89,0.386,0.429,0.062,0.014,0.11,,0.487,0.617,0.378,0.462,0.333,0.348,,0.352,1,,0.043,5,,0.348,0.625,,0,0
292,Alex Len\lenal01,C,27,TOT,64,979,0.615,5.6,,0.91,0.432,0.432,0.047,0,0.09,,0.644,0.792,0.55,0.154,,0.32,,0.755,1,,0.281,75,,0.64,0.313,,0,0
292,Alex Len\lenal01,C,27,TOR,7,76,0.5,14.8,,0.4,0.3,0.1,0,0,0.6,,0.5,0.667,0,,,0.5,,1,1,,0.2,1,,0.667,0.5,,0,0
292,Alex Len\lenal01,C,27,WAS,57,903,0.619,5.3,,0.929,0.437,0.444,0.049,0,0.071,,0.647,0.795,0.555,0.154,,0.263,,0.752,1,,0.284,74,,0.632,0.25,,0,0
293,Kawhi Leonard\leonaka01,SF,29,LAC,52,1773,0.512,13.9,,0.72,0.186,0.188,0.215,0.131,0.28,,0.557,0.775,0.52,0.467,0.445,0.398,,0.286,0.713,,0.069,60,,0.169,0.512,,1,0
294,Meyers Leonard\leoname01,C,28,MIA,3,29,0.429,27.3,,0,0,0,0,0,1,,,,,,,0.429,,,1,,0,0,,0,,,0,0
295,Caris LeVert\leverca01,SG,26,TOT,47,1486,0.441,13.4,,0.683,0.224,0.206,0.189,0.064,0.317,,0.495,0.659,0.345,0.513,0.346,0.326,,0.375,0.56,,0.021,17,,0.143,0.297,,1,0
295,Caris LeVert\leverca01,SG,26,BRK,12,334,0.435,13.2,,0.685,0.235,0.21,0.17,0.07,0.315,,0.474,0.66,0.381,0.441,0.214,0.349,,0.369,0.318,,0.03,6,,0.127,0.25,,0,0
295,Caris LeVert\leverca01,SG,26,IND,35,1152,0.443,13.5,,0.682,0.22,0.205,0.195,0.062,0.318,,0.501,0.659,0.333,0.533,0.395,0.318,,0.376,0.645,,0.018,11,,0.149,0.31,,1,0
296,Kira Lewis Jr.\lewiski01,PG,19,NOP,54,904,0.386,12.7,,0.644,0.267,0.252,0.089,0.036,0.356,,0.415,0.611,0.318,0.2,0.167,0.333,,0.378,0.8,,0.012,4,,0.183,0.273,,1,0
297,Damian Lillard\lillada01,PG,30,POR,67,2398,0.451,17.9,,0.472,0.238,0.096,0.044,0.094,0.528,,0.519,0.631,0.359,0.441,0.437,0.391,,0.177,0.393,,0.015,19,,0.038,0.185,,4,0
298,Nassir Little\littlna01,PF,20,POR,48,640,0.467,15.6,,0.521,0.269,0.114,0.054,0.084,0.479,,0.575,0.689,0.526,0.444,0.357,0.35,,0.56,0.821,,0.09,13,,0.163,0.385,,0,0
299,Kevon Looney\looneke01,C,24,GSW,61,1161,0.548,6.3,,0.914,0.548,0.223,0.086,0.056,0.086,,0.578,0.722,0.364,0.353,0.364,0.235,,0.635,1,,0.137,26,,0.353,0.167,,0,0
300,Brook Lopez\lopezbr01,C,32,MIL,70,1902,0.503,14.2,,0.561,0.263,0.211,0.064,0.023,0.439,,0.632,0.774,0.511,0.488,0.533,0.338,,0.692,0.958,,0.111,66,,0.27,0.408,,0,0
301,Robin Lopez\lopezro01,C,32,WAS,71,1354,0.633,5.4,,0.958,0.318,0.595,0.042,0,0.042,,0.649,0.696,0.648,0.333,,0.278,,0.617,1,,0.08,32,,0.722,0.154,,0,0
302,Didi Louzada\louzama01,SF,21,NOP,3,56,0.231,17.6,,0.385,0.154,0.154,0.077,0,0.615,,0.2,0.5,0,0,,0.25,,0,1,,0,0,,0.375,0.333,,0,0
303,Kevin Love\loveke01,PF,32,CLE,25,622,0.409,19.4,,0.381,0.115,0.123,0.079,0.063,0.619,,0.479,0.621,0.484,0.4,0.313,0.365,,0.609,0.895,,0,0,,0.103,0.438,,0,0
304,Kyle Lowry\lowryky01,PG,34,TOR,46,1601,0.436,18.5,,0.445,0.149,0.129,0.074,0.092,0.555,,0.487,0.685,0.364,0.409,0.4,0.396,,0.349,0.687,,0,0,,0.082,0.481,,1,0
305,Timothé Luwawu-Cabarrot\luwawti01,SF,25,BRK,58,1050,0.365,18.2,,0.329,0.208,0.062,0.028,0.031,0.671,,0.47,0.568,0.318,0.1,0.455,0.314,,0.691,0.987,,0.014,3,,0.351,0.31,,0,0
306,Trey Lyles\lylestr01,PF,25,SAS,23,358,0.478,14.5,,0.556,0.311,0.1,0.111,0.033,0.444,,0.58,0.75,0.556,0.3,0,0.35,,0.69,1,,0.022,2,,0.175,0.714,,0,0
307,Will Magnay\magnawi01,C,22,NOP,1,3,0,26.7,,0,0,0,0,0,1,,,,,,,0,,,,,0,0,,0,,,0,0
308,Thon Maker\makerth01,C,23,CLE,8,76,0.556,7.1,,0.889,0.389,0.333,0.111,0.056,0.111,,0.625,0.714,0.667,0,1,0,,0.4,,,0.056,1,,0.5,0,,0,0
309,Théo Maledon\maledth01,PG,19,OKC,65,1778,0.368,16.8,,0.49,0.171,0.164,0.107,0.047,0.51,,0.402,0.419,0.376,0.424,0.379,0.335,,0.331,0.781,,0.003,1,,0.128,0.375,,3,0
310,Karim Mané\maneka01,PG,20,ORL,10,88,0.231,7.3,,0.846,0.385,0.385,0.077,0,0.154,,0.182,0.4,0,0,,0.5,,0,1,,0.077,0,,0,,,0,0
311,Terance Mann\mannte01,SG,24,LAC,67,1263,0.509,10.4,,0.74,0.371,0.209,0.109,0.051,0.26,,0.541,0.708,0.397,0.342,0.333,0.418,,0.507,0.842,,0.111,32,,0.571,0.442,,1,0
312,Nico Mannion\mannini01,PG,19,GSW,30,364,0.342,18.2,,0.474,0.114,0.184,0.096,0.079,0.526,,0.315,0.769,0.286,0.091,0,0.367,,0.353,0.727,,0.009,0,,0.083,0.6,,0,0
313,Boban Marjanović\marjabo01,C,32,DAL,33,271,0.508,6.3,,0.934,0.443,0.352,0.098,0.041,0.066,,0.535,0.741,0.349,0.333,0.4,0.125,,0.607,1,,0.156,17,,0,,,0,0
314,Lauri Markkanen\markkla01,PF,23,CHI,51,1317,0.48,16.2,,0.432,0.24,0.146,0.033,0.013,0.568,,0.582,0.672,0.553,0.235,0.143,0.402,,0.725,0.992,,0.071,33,,0.213,0.54,,1,0
315,Naji Marshall\marshna01,SF,23,NOP,32,700,0.392,13.1,,0.603,0.321,0.163,0.086,0.033,0.397,,0.421,0.552,0.294,0.333,0,0.349,,0.547,0.966,,0.038,6,,0.482,0.325,,2,0
316,Caleb Martin\martica02,SF,25,CHO,53,818,0.375,16,,0.512,0.285,0.094,0.012,0.121,0.488,,0.496,0.575,0.375,0.333,0.419,0.248,,0.6,0.871,,0.039,7,,0.248,0.258,,1,0
317,Cody Martin\martico01,SF,25,CHO,52,849,0.441,11.2,,0.691,0.436,0.117,0.074,0.064,0.309,,0.515,0.561,0.636,0.214,0.333,0.276,,0.597,0.875,,0.085,15,,0.586,0.265,,1,0
318,Jeremiah Martin\martije02,PG,24,CLE,9,75,0.273,13.1,,0.636,0.273,0.242,0.03,0.091,0.364,,0.286,0.444,0,0,0.667,0.25,,0.333,0.667,,0,0,,0.25,0.333,,0,0
319,Kelan Martin\martike03,SF,25,IND,35,322,0.449,14.8,,0.565,0.283,0.138,0.065,0.08,0.435,,0.487,0.564,0.368,0.111,0.727,0.4,,0.526,0.917,,0.029,3,,0.233,0.5,,0,0
320,Kenyon Martin Jr.\martike04,SF,20,HOU,45,1068,0.509,9.7,,0.698,0.469,0.214,0.013,0.003,0.302,,0.572,0.711,0.294,0.25,0,0.365,,0.701,1,,0.226,63,,0.292,0.286,,1,0
321,Frank Mason III\masonfr01,PG,26,ORL,4,79,0.375,8.1,,0.792,0.5,0.25,0,0.042,0.208,,0.368,0.417,0.333,,0,0.4,,0.286,1,,0,0,,0.2,1,,0,0
322,Garrison Mathews\mathega01,SG,24,WAS,64,1038,0.409,23.4,,0.165,0.042,0.055,0.021,0.046,0.835,,0.538,0.9,0.308,0.4,0.545,0.384,,0.619,0.934,,0.004,1,,0.323,0.484,,1,0
323,Dakota Mathias\mathida01,SG,25,PHI,8,123,0.396,21,,0.458,0.042,0.042,0.104,0.271,0.542,,0.5,0.5,0.5,0.6,0.462,0.308,,0.545,0.875,,0,0,,0.269,0.429,,0,0
324,Wesley Matthews\matthwe02,SG,34,LAL,58,1130,0.353,21.2,,0.218,0.099,0.056,0.028,0.036,0.782,,0.418,0.68,0.214,0.286,0.111,0.335,,0.609,0.97,,0,0,,0.289,0.263,,0,0
325,Tyrese Maxey\maxeyty01,SG,20,PHI,61,935,0.462,12.3,,0.76,0.268,0.233,0.128,0.131,0.24,,0.512,0.591,0.46,0.582,0.375,0.301,,0.383,0.806,,0.019,8,,0.126,0.154,,0,0
326,Skylar Mays\mayssk01,SG,23,ATL,33,269,0.449,13.3,,0.592,0.408,0.061,0.051,0.071,0.408,,0.517,0.55,0.5,0.4,0.429,0.35,,0.4,0.929,,0.051,4,,0.25,0.5,,0,0
327,Patrick McCaw\mccawpa01,SF,25,TOR,5,33,1,1.3,,1,1,0,0,0,0,,1,1,,,,,,0,,,0,0,,,,,0,0
328,CJ McCollum\mccolcj01,SG,29,POR,47,1600,0.458,17.5,,0.525,0.106,0.152,0.14,0.127,0.475,,0.509,0.596,0.455,0.5,0.509,0.402,,0.301,0.615,,0.003,2,,0.143,0.45,,0,0
329,T.J. McConnell\mccontj01,PG,28,IND,69,1796,0.559,8.4,,0.902,0.331,0.341,0.188,0.043,0.098,,0.586,0.654,0.545,0.554,0.524,0.313,,0.363,0.8,,0,0,,0.396,0.421,,1,0
330,Jaden McDaniels\mcdanja02,PF,20,MIN,63,1511,0.447,16,,0.46,0.229,0.139,0.049,0.044,0.54,,0.544,0.69,0.412,0.5,0.25,0.364,,0.707,0.972,,0.114,32,,0.338,0.403,,1,0
331,Jalen McDaniels\mcdanja01,SF,23,CHO,47,904,0.468,11.6,,0.63,0.338,0.239,0.042,0.011,0.37,,0.547,0.688,0.382,0.333,0.667,0.333,,0.633,1,,0.099,24,,0.514,0.333,,1,0
332,Doug McDermott\mcderdo01,PF,29,IND,66,1619,0.532,12.8,,0.57,0.397,0.141,0.018,0.014,0.43,,0.641,0.716,0.5,0.417,0.222,0.388,,0.774,1,,0.041,26,,0.231,0.424,,0,0
333,Sean McDermott\mcderse01,SF,24,MEM,18,158,0.394,17.8,,0.333,0.242,0.03,0.061,0,0.667,,0.727,0.75,1,0.5,,0.227,,0.25,1,,0.121,4,,0.364,0.25,,0,0
334,JaVale McGee\mcgeeja01,C,33,TOT,46,678,0.511,6.6,,0.915,0.433,0.379,0.085,0.018,0.085,,0.539,0.689,0.43,0.292,0.4,0.208,,0.59,1,,0.167,44,,0.167,0.25,,0,0
334,JaVale McGee\mcgeeja01,C,33,CLE,33,503,0.521,6.7,,0.907,0.423,0.391,0.074,0.019,0.093,,0.549,0.67,0.464,0.313,0.5,0.25,,0.579,1,,0.163,33,,0.2,0.25,,0,0
334,JaVale McGee\mcgeeja01,C,33,DEN,13,175,0.478,6.2,,0.94,0.463,0.343,0.119,0.015,0.06,,0.508,0.742,0.304,0.25,0,0,,0.625,,,0.179,11,,0,,,0,0
335,Rodney McGruder\mcgruro01,SG,29,DET,16,194,0.529,12.1,,0.657,0.257,0.286,0.086,0.029,0.343,,0.565,0.722,0.55,0.167,0.5,0.458,,0.462,1,,0,0,,0.542,0.385,,0,0
336,Alfonzo McKinnie\mckinal01,SF,28,LAL,39,258,0.516,13.5,,0.581,0.323,0.151,0.043,0.065,0.419,,0.593,0.7,0.429,0.5,0.5,0.41,,0.594,0.938,,0.097,8,,0.333,0.462,,0,0
337,Jordan McLaughlin\mclaujo01,PG,24,MIN,51,938,0.413,12.2,,0.62,0.351,0.223,0.037,0.008,0.38,,0.447,0.518,0.333,0.556,0,0.359,,0.373,0.909,,0.025,4,,0.25,0.304,,0,0
338,Ben McLemore\mclembe01,SG,27,TOT,53,905,0.37,21.6,,0.233,0.099,0.041,0.022,0.071,0.767,,0.447,0.639,0.333,0.25,0.308,0.346,,0.816,0.959,,0.014,4,,0.236,0.5,,2,0
338,Ben McLemore\mclembe01,SG,27,HOU,32,537,0.357,20.8,,0.259,0.129,0.04,0.031,0.058,0.741,,0.431,0.621,0.333,0.143,0.231,0.331,,0.76,0.945,,0.013,2,,0.235,0.487,,1,0
338,Ben McLemore\mclembe01,SG,27,LAL,21,368,0.39,23,,0.191,0.05,0.043,0.007,0.092,0.809,,0.481,0.714,0.333,1,0.385,0.368,,0.923,0.976,,0.014,2,,0.237,0.519,,1,0
339,Nicolò Melli\mellini01,PF,30,TOT,45,566,0.326,18.3,,0.397,0.149,0.099,0.078,0.071,0.603,,0.411,0.476,0.214,0.545,0.4,0.271,,0.478,1,,0.043,5,,0.224,0.263,,0,0
339,Nicolò Melli\mellini01,PF,30,NOP,22,241,0.254,19,,0.373,0.153,0.102,0.051,0.068,0.627,,0.364,0.333,0.167,0.667,0.5,0.189,,0.5,1,,0,0,,0.162,0.167,,0,0
339,Nicolò Melli\mellini01,PF,30,DAL,23,325,0.378,17.9,,0.415,0.146,0.098,0.098,0.073,0.585,,0.441,0.583,0.25,0.5,0.333,0.333,,0.467,1,,0.073,5,,0.271,0.308,,0,0
340,De'Anthony Melton\meltode01,PG,22,MEM,52,1045,0.438,16.9,,0.463,0.163,0.155,0.104,0.041,0.537,,0.467,0.609,0.295,0.561,0.313,0.412,,0.412,0.793,,0.033,12,,0.213,0.467,,0,0
341,Sam Merrill\merrisa01,SG,24,MIL,30,233,0.444,19.8,,0.347,0.139,0.083,0.056,0.069,0.653,,0.44,0.5,0,0.75,0.6,0.447,,0.545,0.81,,0.028,2,,0.085,0.75,,0,0
342,Chimezie Metu\metuch01,C,23,SAC,36,488,0.508,11,,0.793,0.318,0.212,0.151,0.112,0.207,,0.549,0.789,0.368,0.333,0.5,0.351,,0.731,0.923,,0.19,29,,0.081,0.667,,0,0
343,Khris Middleton\middlkh01,SF,29,MIL,68,2269,0.476,15.7,,0.66,0.15,0.146,0.196,0.168,0.34,,0.508,0.652,0.49,0.464,0.444,0.414,,0.333,0.649,,0.014,11,,0.156,0.439,,0,0
344,Darius Miller\milleda01,SF,30,OKC,18,197,0.458,25,,0.125,0,0.021,0.042,0.063,0.875,,0.833,,0,1,1,0.405,,0.6,0.765,,0,0,,0.167,0.429,,1,0
345,Patty Mills\millspa02,PG,32,SAS,68,1685,0.412,20.7,,0.298,0.111,0.057,0.028,0.101,0.702,,0.5,0.574,0.457,0.353,0.484,0.375,,0.549,0.783,,0,0,,0.147,0.46,,0,0
346,Paul Millsap\millspa01,PF,35,DEN,56,1162,0.476,12.5,,0.643,0.244,0.309,0.08,0.01,0.357,,0.55,0.694,0.5,0.375,0,0.343,,0.613,0.98,,0.04,13,,0.196,0.464,,0,0
347,Shake Milton\miltosh01,SG,24,PHI,63,1461,0.45,13.9,,0.696,0.193,0.214,0.181,0.106,0.304,,0.494,0.62,0.42,0.479,0.437,0.35,,0.362,0.803,,0,0,,0.182,0.432,,0,0
348,Donovan Mitchell\mitchdo01,PG,24,UTA,53,1771,0.438,16,,0.577,0.157,0.219,0.093,0.108,0.423,,0.476,0.608,0.418,0.451,0.424,0.386,,0.15,0.5,,0.022,14,,0.104,0.375,,4,0
349,Adam Mokoka\mokokad01,SG,22,CHI,14,56,0.368,13.7,,0.474,0.421,0.053,0,0,0.526,,0.667,0.75,0,,,0.1,,0.333,1,,0,0,,0.3,0.333,,0,0
350,Malik Monk\monkma01,SG,22,CHO,42,878,0.434,16.8,,0.469,0.228,0.125,0.065,0.05,0.531,,0.471,0.582,0.4,0.231,0.45,0.401,,0.432,0.8,,0.023,8,,0.156,0.576,,0,0
351,E'Twaun Moore\mooreet01,SG,31,PHO,27,389,0.455,13,,0.711,0.174,0.314,0.132,0.091,0.289,,0.512,0.381,0.474,0.75,0.545,0.314,,0.432,0.909,,0.008,1,,0.2,0.429,,0,0
352,Ja Morant\moranja01,PG,21,MEM,63,2053,0.449,10.7,,0.748,0.335,0.261,0.132,0.02,0.252,,0.499,0.632,0.372,0.437,0.316,0.303,,0.294,0.603,,0.06,46,,0.104,0.24,,1,0
353,Juwan Morgan\morgaju01,PF,23,UTA,29,147,0.467,12.3,,0.567,0.433,0.1,0.033,0,0.433,,0.588,0.692,0.333,0,,0.308,,0.7,1,,0.067,2,,0.231,0.333,,0,0
354,Marcus Morris\morrima03,PF,31,LAC,57,1502,0.473,18.4,,0.493,0.082,0.098,0.2,0.113,0.507,,0.472,0.604,0.316,0.504,0.455,0.473,,0.456,0.936,,0.007,3,,0.318,0.564,,3,0
355,Markieff Morris\morrima02,PF,31,LAL,61,1200,0.405,17.6,,0.447,0.132,0.138,0.119,0.058,0.553,,0.521,0.7,0.5,0.444,0.318,0.311,,0.545,1,,0.016,5,,0.33,0.333,,1,0
356,Monte Morris\morrimo01,PG,25,DEN,47,1196,0.481,14,,0.654,0.235,0.186,0.119,0.114,0.346,,0.534,0.769,0.333,0.543,0.364,0.381,,0.4,0.804,,0.003,1,,0.276,0.27,,2,0
357,Mychal Mulder\muldemy01,PG,26,GSW,60,766,0.449,21,,0.192,0.147,0.034,0.004,0.008,0.808,,0.667,0.795,0.333,0,0,0.397,,0.912,1,,0.057,14,,0.322,0.377,,0,0
358,Dejounte Murray\murrade01,PG,24,SAS,67,2139,0.453,12.6,,0.796,0.193,0.205,0.266,0.131,0.204,,0.488,0.649,0.39,0.452,0.477,0.317,,0.275,0.857,,0.013,12,,0.206,0.293,,0,0
359,Jamal Murray\murraja01,PG,23,DEN,48,1704,0.477,16.9,,0.601,0.124,0.144,0.145,0.188,0.399,,0.523,0.816,0.465,0.496,0.396,0.408,,0.333,0.581,,0.027,19,,0.136,0.488,,1,0
360,Mike Muscala\muscami01,C,29,OKC,35,645,0.446,19.9,,0.311,0.131,0.075,0.041,0.064,0.689,,0.614,0.714,0.5,0.818,0.412,0.37,,0.765,0.971,,0.015,4,,0.255,0.426,,1,0
361,Sviatoslav Mykhailiuk\mykhasv01,SF-SG,23,TOT,66,1324,0.411,17.6,,0.379,0.209,0.105,0.04,0.026,0.621,,0.536,0.66,0.302,0.5,0.538,0.334,,0.563,0.886,,0.03,14,,0.223,0.414,,1,0
361,Sviatoslav Mykhailiuk\mykhasv01,SF,23,DET,36,634,0.377,20.6,,0.233,0.13,0.072,0.018,0.013,0.767,,0.519,0.655,0.313,0.25,0.667,0.333,,0.63,0.895,,0,0,,0.152,0.308,,0,0
361,Sviatoslav Mykhailiuk\mykhasv01,SG,23,OKC,30,690,0.438,15.3,,0.495,0.272,0.131,0.057,0.035,0.505,,0.543,0.662,0.297,0.563,0.5,0.336,,0.539,0.875,,0.053,14,,0.308,0.477,,1,0
362,Abdel Nader\naderab01,SF,27,PHO,24,355,0.491,11.7,,0.629,0.353,0.224,0.043,0.009,0.371,,0.534,0.683,0.385,0.2,0,0.419,,0.718,1,,0.052,6,,0.349,0.467,,0,0
363,Larry Nance Jr.\nancela02,PF,28,CLE,35,1091,0.471,13.5,,0.581,0.313,0.162,0.059,0.048,0.419,,0.551,0.682,0.432,0.25,0.462,0.36,,0.747,0.951,,0.169,42,,0.281,0.344,,0,0
364,Aaron Nesmith\nesmiaa01,SF,21,BOS,46,669,0.438,17.1,,0.393,0.169,0.163,0.051,0.011,0.607,,0.543,0.667,0.448,0.444,0.5,0.37,,0.447,1,,0.034,4,,0.398,0.372,,0,0
365,Raul Neto\netora01,PG,28,WAS,64,1403,0.468,13.7,,0.633,0.172,0.315,0.105,0.04,0.367,,0.512,0.61,0.489,0.511,0.278,0.39,,0.421,0.938,,0,0,,0.274,0.356,,2,0
366,Georges Niang\niangge01,PF,27,UTA,72,1154,0.437,19.8,,0.279,0.067,0.128,0.072,0.012,0.721,,0.469,0.593,0.538,0.276,0.2,0.425,,0.698,0.992,,0.005,2,,0.36,0.419,,0,0
367,Zeke Nnaji\nnajize01,PF,20,DEN,42,397,0.481,16.3,,0.433,0.212,0.135,0.058,0.029,0.567,,0.578,0.864,0.214,0.5,0.333,0.407,,0.769,0.958,,0.058,6,,0.407,0.458,,0,0
368,Nerlens Noel\noelne01,C,26,NYK,64,1547,0.614,3.7,,0.987,0.686,0.202,0.081,0.018,0.013,,0.623,0.706,0.489,0.278,0.5,0,,0.737,,,0.39,76,,0.333,0,,0,0
369,Jaylen Nowell\nowelja01,SG,21,MIN,42,759,0.424,15.9,,0.552,0.176,0.179,0.125,0.072,0.448,,0.497,0.559,0.383,0.619,0.417,0.333,,0.446,0.8,,0.015,5,,0.193,0.448,,1,0
370,Frank Ntilikina\ntilila01,PG,22,NYK,33,322,0.367,20.5,,0.392,0.038,0.076,0.152,0.127,0.608,,0.194,0.667,0.167,0.167,0.1,0.479,,0,0.957,,0,0,,0.354,0.706,,1,0
371,Kendrick Nunn\nunnke01,PG,25,MIA,56,1650,0.485,16.1,,0.514,0.229,0.12,0.087,0.078,0.486,,0.583,0.755,0.405,0.421,0.529,0.381,,0.452,0.852,,0.021,12,,0.188,0.317,,1,0
372,James Nunnally\nunnaja01,SF,30,NOP,9,48,0.385,23.8,,0.077,0,0,0,0.077,0.923,,1,,,,1,0.333,,1,1,,0,0,,0.5,0.5,,0,0
373,Jusuf Nurkić\nurkiju01,C,26,POR,37,880,0.514,5.7,,0.91,0.565,0.27,0.042,0.033,0.09,,0.525,0.596,0.433,0.5,0.091,0.4,,0.711,0.917,,0.093,28,,0,,,1,0
374,David Nwaba\nwabada01,SF,28,HOU,30,679,0.486,9.2,,0.711,0.482,0.206,0.023,0,0.289,,0.574,0.667,0.422,0,,0.27,,0.562,1,,0.06,12,,0.46,0.207,,0,0
375,Jordan Nwora\nworajo01,SF,22,MIL,30,274,0.459,16.8,,0.541,0.193,0.133,0.096,0.119,0.459,,0.466,0.577,0.389,0.308,0.5,0.452,,0.441,0.643,,0.022,1,,0.194,0.417,,1,0
376,Royce O'Neale\onealro01,SF,27,UTA,71,2241,0.444,19,,0.294,0.193,0.079,0.01,0.013,0.706,,0.586,0.737,0.323,0.5,0,0.385,,0.603,0.981,,0.051,18,,0.306,0.424,,0,0
377,Semi Ojeleye\ojelese01,PF,26,BOS,56,950,0.403,19.7,,0.285,0.1,0.109,0.054,0.023,0.715,,0.492,0.636,0.542,0.25,0.2,0.367,,0.613,0.983,,0.027,6,,0.462,0.342,,0,0
378,Jahlil Okafor\okafoja01,C,25,DET,27,347,0.618,5.9,,0.912,0.52,0.304,0.059,0.029,0.088,,0.656,0.717,0.613,0.333,0.667,0.222,,0.475,1,,0.118,11,,0.111,0,,0,0
379,Chuma Okeke\okekech01,PF,22,ORL,45,1133,0.417,16.9,,0.565,0.154,0.157,0.117,0.136,0.435,,0.47,0.68,0.333,0.447,0.409,0.348,,0.407,0.98,,0.022,7,,0.149,0.381,,3,0
